Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Kenya,KEN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.759623029,8.208409284,5.812842284,6.18414605,5.852283424,7.421703265,4.903194052,3.07438614,4.621314623,3.897674584,3.628489825,3.811736584,3.466083701,3.956975502,4.058966778,3.941986665,4.639133371,3.707464487,4.800645763,5.796140763,5.605093352,6.749357362,7.845003782,6.842525028,6.821222115,7.200120023,6.328427319,7.245166659,10.35935083,13.18202209,14.39438192,11.78283337,11.24354898,16.95948131,9.971231408,8.386840128,5.034028025,3.46581113,2.973412146,2.440197419,4.077109166,3.67044219,3.015547648,3.548543289,4.138462832,4.053022164,3.675727972,4.170426412,3.808775509,4.803544829,4.076705577,5.911762351,5.278317636,6.062742427,4.397056191,
Kyrgyz Republic,KGZ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.909969013,4.697389274,10.45808802,17.51172778,12.88765227,14.06454584,15.28261609,24.0944631,16.67394266,12.81988137,11.99157264,10.77549811,12.38787252,11.29326387,11.14704088,7.317494951,7.29620177,6.950595906,8.502665,9.473972548,7.328371474,7.614357074,8.695944992,
Cambodia,KHM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,4.28008636,3.91250183,3.355147851,3.257446718,1.62236611,1.119420171,1.234012755,1.450917383,0.961337048,1.299279446,2.62267572,4.151520887,13.2904862,20.73836065,52.32022313,,,,,,,,,,,,,,,,,,,,,16.29966909,12.1741065,9.851843659,11.00569535,8.103118784,11.19782371,10.95290263,11.84540156,11.56585731,9.472946054,8.91816606,7.610363776,8.113949084,7.483628458,7.249795604,6.833956761,6.503550293,6.059619039,5.525489354,5.051119025,
Kiribati,KIR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,21.26665227,18.67787252,50.05894148,39.74545942,33.72316231,36.93404635,31.35732559,38.76880852,42.78945681,49.59290388,35.24081035,38.42263159,41.87156227,26.02158771,34.32857213,21.64130088,18.11911638,16.78390069,13.78991961,14.00564277,15.11935563,18.6523984,16.34782664,11.390406,18.05264201,13.9237891,10.79216601,17.37069124,16.86528605,14.88216905,13.56365239,15.0514308,10.77451884,27.81986771,24.68325217,23.254313,25.67855039,
St. Kitts and Nevis,KNA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,4.702226234,4.288781928,3.10524354,9.103508813,4.723461897,3.747889341,3.279239615,3.752659774,4.247776317,4.458529391,5.364497505,8.717790373,7.638037742,3.974913688,3.701813049,3.689216426,4.529473033,2.347294865,1.350694276,2.252979841,2.141355562,1.943494203,1.291838128,1.000130252,2.37878209,6.347062943,0.038129953,0.00865334,0.492095341,0.854685029,0.526634696,6.68073316,0.760011207,1.721641701,2.298093621,3.093799342,3.833966521,,
"Korea, Rep.",KOR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,6.353915995,9.58683064,8.525929844,6.707673296,5.059977678,7.196266493,5.865249204,5.316229469,4.050344842,4.443566207,3.046047536,3.279486667,3.40335165,2.063834197,1.312146275,1.168558418,0.742696354,0.633270284,0.321847756,0.205322068,0.210620742,0.449782922,0.043039045,0.008769903,-0.037969709,-0.008852006,-0.015055717,0.007243906,0.004667543,0.020729263,0.018295016,0.016316865,-0.000871725,-0.008973525,-0.024963558,0.010228074,-0.024762551,-0.028640268,-0.013562381,-0.011457681,,,,,,,,,,,,,,,,
Kosovo,KSV,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62663694,8.912605456,8.512695642,8.46076921,7.859051552,7.688374153,
Kuwait,KWT,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,-0.077350771,-0.075408496,-0.070066205,0.00045037,0.014030618,0.014683432,0.016276211,0.017605217,0.009164336,0.003153946,0.002579104,0.001297767,0.003206702,0.005190408,0.004192304,0.030609691,0.0287256,0.02129901,0.019940885,0.01676332,0.016154457,0.019517808,0.012209267,0.021536283,0.01459157,0.050002427,0.071607793,0.026015371,0.007310518,0.015954693,0.013188089,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (developing only),LAC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.397857352,1.259333699,0.952397227,1.10482409,1.116232633,1.188067985,1.052083773,0.897507822,1.061521674,0.764463435,0.79768149,0.6508284,0.562983594,0.47986403,0.416605806,0.403348931,0.381024575,0.343985253,0.37488665,0.382176851,0.380032752,0.365849559,0.434144615,0.564885205,0.565830988,0.618082691,0.666855262,0.702493622,0.620062209,0.528272908,0.541067791,0.495035934,0.511520727,0.412669334,0.399960805,0.423747761,0.460169218,0.306079428,0.314933567,0.390138164,0.287527754,0.361345006,0.311989674,0.368795881,0.36935513,0.295319139,0.278988931,0.223296532,0.262467632,0.27480431,0.261061906,0.241287417,0.216213292,0.21893825,0.204904674,
Lao PDR,LAO,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.047642336,1.675774684,2.627695593,5.269145465,12.65858122,20.02529797,17.22237913,13.59319505,14.42090818,15.06535136,13.89289754,17.46253574,17.73266125,19.28214003,22.1553263,20.56107636,16.90186706,14.40552371,16.4403322,15.76266759,11.89302122,11.30937189,11.14866328,9.719805988,9.55187651,7.392208912,6.163444571,5.17422155,4.671781073,3.990918075,4.143818637,
Lebanon,LBN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.456851991,8.25478135,2.595600058,1.903295231,1.805360422,2.297321304,1.566564598,1.665316067,1.621606402,1.955711735,1.102104544,1.13762499,1.128941786,1.111698197,3.210334253,1.319669101,1.092262113,3.726304843,3.866723973,3.655544282,1.662172681,1.1937799,1.185114563,1.64541704,1.410722344,1.778980062,
Liberia,LBR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,5.294286547,14.81152377,41.78714554,17.26799019,6.797541657,14.48741982,14.70815016,9.28545762,5.541702243,5.039132543,3.762234925,3.526254973,3.278941676,2.474091168,2.778981876,3.254106704,4.096807912,4.41627045,5.857968479,8.952214465,10.43997867,11.83877426,12.2283549,15.47834556,16.16642537,11.20377499,12.99455004,9.889831582,7.604499704,10.24012262,,,,,,,,28.81233346,22.43377999,28.09509569,15.76469037,10.55691861,14.54639816,40.6461267,69.14716657,56.4122432,57.61801018,119.9311728,181.1872276,50.72201964,126.9014468,53.57060394,38.40233996,32.52753105,44.30535714,
Libya,LBY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050526936,0.067129156,0.028398514,0.084466285,0.064556185,0.01142563,1.844629751,0.108898619,0.197940997,0.498370747,
St. Lucia,LCA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,2.22475826,6.576258865,7.661657244,5.730188143,4.476609955,2.908262529,3.749328625,5.27690254,4.512358859,6.838142096,6.213514556,3.333968682,5.796799985,6.059131644,5.606724732,6.508712721,9.251529557,7.274243288,4.47956105,0.991493802,3.939530224,1.484668107,2.375612878,4.686308452,2.03225106,-2.594408554,1.199993558,1.808440717,1.758694819,1.700486933,3.588694738,3.401024588,2.786225769,2.103721056,1.867150861,1.314916185,
Latin America & Caribbean (all income levels),LCN,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.277353238,0.835852926,0.760289988,0.916226441,0.742964542,0.738781731,0.75258145,0.689069837,0.849656935,0.584249127,0.581680689,0.476813295,0.436209205,0.358067786,0.295096877,0.344422682,0.29782854,0.265515369,0.287809082,0.2889243,0.286837496,0.283219765,0.326542189,0.397157135,0.434183399,0.474120061,0.50050793,0.545620862,0.488877603,0.477853901,0.460011064,0.419410849,0.407431203,0.34581111,0.329054751,0.342955602,0.372072914,0.247783233,0.250975029,0.297493475,0.223338584,0.282612546,0.266265351,0.316325752,0.303289446,0.245140831,0.228649121,0.18401846,0.210594143,0.217340334,0.210181172,0.195597547,0.172070843,0.170600911,0.166182247,
Least developed countries: UN classification,LDC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,7.671191226,7.132330208,7.543666383,7.519235053,7.869195947,8.041177108,8.831181692,9.504271411,9.808455732,9.886420519,11.28093392,10.80868872,12.57377431,11.13218504,13.09380232,11.65947081,8.53274466,7.485024557,7.276099038,7.101302198,6.294375585,7.349374336,8.493139716,10.31132839,9.488275775,8.082335733,7.644331678,7.487611165,7.088655787,7.252634951,7.151107409,6.386884516,5.62492902,5.953213528,5.030517382,
Low income,LIC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,6.261107486,6.209609861,6.027059673,6.106612954,7.205800236,7.820637918,8.538071777,10.14526922,10.40765283,10.80080751,12.02360339,11.8822507,14.84727505,13.21141325,17.15649638,14.49353819,10.97644906,10.19540564,9.917068544,9.009745475,7.669613773,10.52570157,13.27322335,16.87560386,14.4509683,12.8772388,12.90976886,13.28931974,12.38398783,12.55226285,13.13184481,12.14059832,10.1465541,9.568279908,8.841436283,
Liechtenstein,LIE,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.788519784,0.798136974,0.909111503,0.8816669,0.679599439,0.888081867,1.65825993,2.468802395,3.049805484,2.552193737,2.293919661,2.581806532,2.458235294,2.194470925,2.468133786,4.378022355,5.385815826,5.230167008,12.86900474,9.494272819,9.513294065,8.535897208,8.596905783,9.123444895,7.743038224,7.865438173,8.57183982,7.154736246,9.099181295,8.906682596,9.134462588,9.960743212,6.60694023,6.422234409,5.159437421,4.306539716,3.549171,2.217461011,2.729427588,1.704156199,1.718392633,2.207308064,2.036639839,3.590292397,2.475260588,4.816766385,2.819639205,1.921354889,1.8398366,1.689505288,1.038431761,1.041910621,0.839875901,0.612853411,0.667815597,
Lower middle income,LMC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.051165915,1.895519312,2.129607612,2.344761291,2.431516926,2.431016994,2.819473327,2.83708696,2.359561589,2.081307494,2.075021009,2.242130517,2.064096056,2.484195773,2.796475604,3.401081075,3.084633169,2.705740133,2.749228049,2.696274952,2.592780943,2.260960001,2.17156734,2.044522872,2.028889973,2.062110312,2.338379582,2.262349485,2.302040683,2.321266727,2.994479181,3.282216826,2.861483072,2.400989517,2.544792718,2.03341727,1.787804517,1.474245597,1.722280126,1.676946069,1.469703543,1.62494807,1.536591042,1.366554199,1.317473679,1.648871306,1.618326051,1.043901667,1.053689989,1.158036435,0.892988489,0.829146107,0.816896719,0.998746258,0.888044198,
Low & middle income,LMY,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.570290349,1.98942874,1.986285054,1.950273344,1.815877951,1.750521313,1.722609258,1.719254287,1.523308977,1.332433127,1.37164076,1.442204444,1.3405883,1.453990572,1.576310396,1.760177243,1.543542677,1.409522173,1.812074393,1.711472765,1.811084087,1.617912712,1.504868881,1.456873969,1.468805537,1.462801711,1.668523591,1.824451038,1.825525833,1.687979988,1.932218207,1.915638048,1.888386254,1.596957385,1.558017142,1.36512223,1.134433445,0.976321321,1.033193229,1.088855221,0.955262268,0.998609414,1.121157111,1.150646925,1.100721243,1.269923268,1.060447531,0.867351275,0.860551178,0.853656566,0.721121838,0.670933108,0.591968512,0.635596777,0.643129108,
Lesotho,LSO,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,17.46066667,18.59636123,16.93555316,15.65900872,10.99705538,16.88157265,12.83330277,8.495096661,8.61702952,11.35131027,9.964239454,10.2173124,11.11980745,12.84437058,13.40842876,14.25005898,13.71733035,14.38632832,15.49625854,19.17682411,15.26245319,14.86130663,14.15331329,17.44392484,15.36604802,12.5304586,12.99928046,13.57758463,10.66322314,9.416239464,9.081276396,7.717993698,5.648041905,2.861925249,3.614807756,5.126882848,7.646997851,5.379089275,5.45922267,3.610227722,3.772166947,6.360814823,7.082783773,5.805666284,9.865671838,8.21269724,9.592543576,11.16298896,3.977318229,
Lithuania,LTU,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,0.062617514,0.04880183,0.033947948,0.030680122,0.023130682,0.006996179,0.015035105,0.012017239,0.007047986,0.003167206,0.002622507,0.003173428,0.004606468,-0.057742686,0.004610394,0.005136674,0.007686454,0.00521689,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.907265364,5.453337167,3.333689792,3.514859402,3.569914438,3.651931937,3.463597929,2.066520316,2.874656558,2.151287525,2.168911488,3.061646366,2.013965134,1.521993327,1.503604385,3.02489486,2.648217763,5.538309377,3.290295329,3.439873479,5.678628539,6.382770663,5.20869378,2.981510106,2.494245517,6.381576419,2.3632625,2.134816185,2.047351927,2.057848127,4.436491981,5.109604239,3.064942856,2.68228481,2.076229168,1.386318497,1.618168575,1.305455357,1.361485252,1.754252033,1.204914803,1.311023675,0.893761767,1.174089491,1.376015049,1.24628138,1.703378246,1.564569169,1.594082414,1.1570184,1.090908542,1.459834257,1.54178332,1.918760244,2.097864574,
Monaco,MCO,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30164114,2.367387463,8.960367711,9.351214852,7.913848981,8.05002102,5.521440816,4.038133846,5.052328163,6.030091619,5.534585998,4.484360932,4.240310658,7.493428805,6.074234334,5.844371531,3.918148382,5.886673979,
Madagascar,MDG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.407195284,0.220393226,0.698325878,1.129086018,6.131632254,6.305116663,5.298442342,4.562775905,4.712752646,4.334252036,4.324269926,3.929962495,4.083790351,3.185450475,3.297101934,3.621176876,2.827738794,2.569501087,3.389798639,3.972279146,5.705034035,6.584393303,6.943287336,5.293064677,5.350355533,6.724203278,9.931176613,13.68037697,12.99873923,14.99599198,13.42074406,18.30869667,12.51019284,11.15902828,10.18081503,9.974625611,9.24348556,24.11489994,13.11132275,9.743010336,8.410450834,8.28272253,8.644478396,10.12786126,29.47121076,18.40820051,14.37822726,12.26996184,8.998766657,5.248454724,5.467351501,4.565071929,3.907004199,4.855973785,5.66479058,
Maldives,MDV,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,7.707669507,13.12025832,14.29803527,16.88510148,16.12830627,10.75894779,15.12027964,14.46615288,10.59821229,9.480092496,15.23644268,7.493518375,5.387075902,4.883420837,5.49611276,3.22206619,2.928659523,3.140556701,2.305562203,2.416213101,6.962948609,2.616460883,2.486728592,2.975425901,1.752968521,5.504194781,2.490214198,2.52917409,0.875267687,0.928911258,
Middle East & North Africa (all income levels),MEA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.213075052,1.368700465,0.84872354,1.029869289,0.682769791,0.76112697,0.628104193,0.512364649,0.52094919,0.506134274,0.784097578,0.869290805,1.867334603,0.962507876,0.84719521,0.919177063,0.586093112,0.452924845,0.479649474,0.386833328,0.727848322,,
Mexico,MEX,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,-0.017268121,0.49472376,0.195074524,0.094689275,-0.06631369,0.190488707,0.176136831,0.155739564,0.241542523,0.181286282,0.229501561,0.108166297,0.132039243,0.112260811,0.074886635,0.065264406,0.070532896,0.06173587,0.015021961,0.054949139,0.029475391,0.041167947,0.086133007,0.093986406,0.050007336,0.08214773,0.205994703,0.116512155,0.097982733,0.044984316,0.061495441,0.089646464,0.088668705,0.08539111,0.082468257,0.116228853,0.074278194,0.021314116,0.003907977,0.006344534,-0.008641537,0.01660671,0.017170574,0.017567535,0.014210231,0.021216626,0.028570877,0.011122821,0.013790766,0.020999183,0.045336893,0.0844899,0.035966222,0.046121397,0.064073665,
Marshall Islands,MHL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43602817,53.92961924,47.56868076,35.95115626,44.02225095,38.87865793,48.50223588,38.78113303,34.9277463,30.45811272,31.76341486,29.85457371,27.11531653,27.43777774,30.52509306,16.30757354,39.20440794,39.28662531,41.55367202,24.1736533,
Middle income,MIC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1.291703208,1.641260225,1.570230166,1.579993923,1.49888108,1.466205908,1.504023231,1.458935939,1.304270802,1.116026696,1.093598321,1.097352149,0.988642858,1.060412745,1.169854652,1.3676007,1.254946268,1.122842091,1.225855334,1.221069944,1.256023135,1.124255543,1.069037132,1.022787556,0.975328212,0.975710179,1.076096097,1.13328981,1.111066019,1.033414787,1.299189302,1.289867519,1.20896888,1.036561059,0.999764776,0.852897342,0.709642843,0.577860635,0.637183365,0.701358748,0.577390314,0.604442388,0.621798707,0.580088377,0.576593384,0.817365039,0.625877763,0.441310408,0.422116337,0.400408468,0.309304794,0.29324486,0.270462958,0.302385884,0.280899374,
"Macedonia, FYR",MKD,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133145964,3.12654606,1.78692654,2.411251124,2.669990376,2.982479445,7.68739836,6.756714813,6.713025088,6.885391374,5.438206999,4.664776453,3.696274453,3.003471461,2.525787214,2.091054939,2.061830341,2.078786544,1.887098881,1.566620638,1.880837226,1.911613915,
Mali,MLI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,6.258010602,8.159965612,6.886089847,6.237927103,6.963826431,7.782785376,12.57879066,21.70533674,17.56427084,9.34509273,10.49644539,12.73470098,11.85608402,15.30789942,15.16739757,15.97766199,17.22686562,26.38253453,27.71424949,20.72050257,17.39435548,20.31761717,20.49571502,17.9729644,16.52346967,15.21890062,13.09913482,21.35655085,20.30435617,17.93286063,16.21621134,12.08191517,12.24148805,10.96992314,12.33724951,14.41123447,13.76742552,12.24526463,13.66221098,14.76139388,14.81907053,11.4431136,11.57084469,12.31107506,12.49684212,10.1806174,13.59541001,10.86639078,
Malta,MLT,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,7.243955845,5.629701004,4.711650685,7.468002336,5.228569267,6.385424603,5.27265033,4.613718597,4.693534794,4.974524471,1.181870409,3.626827211,1.825611344,3.485961255,0.942453147,1.516028769,0.451139502,-0.077323368,-0.133854458,-0.233413555,0.193900014,0.746582219,0.146217787,1.097827701,1.390656186,0.253136693,1.959975178,0.61478594,0.58405238,0.635975706,0.550520893,0.042965795,0.255343432,,,,,,,,,,,,,
Myanmar,MMR,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.681983307,6.85917269,2.218979733,
Middle East & North Africa (developing only),MNA,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134163398,2.510421393,1.689069472,1.54162414,1.407604511,1.362804484,1.270741404,1.090823349,1.090814827,1.048905088,1.637937916,1.863268514,4.162399183,2.15624308,1.807611226,1.966657363,1.153341231,0.911764544,1.001213616,0.806669475,1.577601198,,
Montenegro,MNE,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450475006,0.9232266,0.169149476,3.486801485,2.846449349,2.286119826,1.808453024,1.936064679,2.768260109,2.49561848,2.592236802,2.191949292,
Mongolia,MNG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,0.104384173,0.094786656,0.074221513,0.102925886,0.241418943,0.225256425,0.155517288,0.120810217,0.18514426,0.518436133,2.975433286,9.512580107,16.57111714,20.19739702,14.66439709,15.01998084,21.46905642,18.11013294,21.01732317,19.17120428,16.8729722,14.92756283,15.91428421,13.02164206,8.884236481,6.084728552,5.768759631,4.525906779,8.459862888,4.568560928,3.654426151,3.914257935,3.610343212,2.812488868,
Northern Mariana Islands,MNP,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,4.708223639,3.971572027,5.689607233,6.459254399,7.662028282,6.782515751,8.204626279,29.66672804,45.30895994,36.72601616,41.24654893,33.74668414,67.73533252,51.945118,51.4948804,44.03070847,25.81217835,22.86743182,21.91847802,15.80541303,18.78733334,21.15597363,50.11549653,19.29299512,19.02635061,17.61473921,21.35165252,20.24520294,18.39487459,18.9228062,19.78041346,15.9558864,14.30841809,14.50277187,13.36658423,
Mauritania,MRT,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,10.4586466,6.408468521,3.79200517,6.851079799,5.372030274,9.539167398,23.93489523,18.65747663,44.26227438,35.78066066,46.40798665,27.7751249,25.70702342,31.99217686,26.63607623,24.72987091,25.11656512,32.90412645,31.47479889,23.30349206,20.65890332,27.22713845,24.58717363,15.7255501,14.280963,28.56642081,21.63507269,17.13897273,18.53531095,16.81609606,11.82037156,15.49823835,17.09147951,22.3887325,25.069957,16.0824311,10.24326788,8.390208942,7.605435973,10.23744442,11.27269933,10.39032344,8.70500146,7.663793994,8.768641008,6.034317874,5.35576978,
Mauritius,MUS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,2.389083607,2.711878478,4.326741478,2.671282136,2.972030866,5.290811609,4.600190422,3.810423104,3.342454388,2.573133135,3.81789515,3.388611201,2.729891281,2.779066735,3.356168569,2.351728591,1.391853934,0.798302116,0.40017227,0.57494609,0.442897114,1.000069604,0.965455245,0.97127494,0.443909154,0.462194116,0.493670156,-0.253226655,0.524051703,0.551492842,0.284493073,0.864091851,1.128995212,1.762434197,1.273685079,1.658101263,1.54916479,1.241930146,0.396722797,
Malawi,MWI,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,2.588350342,4.798829977,6.408694361,8.728384146,17.48655958,15.17632154,12.54846641,11.59655879,19.8217525,10.62431965,12.97825261,8.721205115,9.009431186,6.649767743,7.346995015,10.10188775,9.47748887,10.10639078,10.7727775,14.29384742,12.40818897,11.83225327,10.83167096,10.02241392,15.73584955,10.42770286,17.31866759,24.49383114,28.32399803,27.09145678,27.23092347,25.47821122,32.77635639,24.46403959,41.29118926,32.1570377,21.92379297,13.11737566,25.42337181,25.75388202,26.1317567,24.32220467,14.4284599,21.74123608,19.60280098,21.11648749,23.47525734,20.51212558,21.70999452,15.51543544,19.1810492,14.45725274,28.46790488,30.35174904,22.75949459,
Malaysia,MYS,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0.723882953,1.027659286,1.116061084,0.51869539,0.660704805,0.773676596,0.922231818,0.669552613,0.998831637,0.862481015,0.693002658,1.022685324,1.020124066,0.609066649,0.761736313,1.100427606,0.592456111,0.560099439,0.510869173,0.613979573,0.57012835,0.592414196,0.526882847,0.618528221,1.02972823,0.789010338,0.740136784,1.20133242,0.310286058,0.381108236,1.111429535,0.619862055,0.363594991,0.1495204,0.093296828,0.127827059,-0.474977084,-0.254110093,0.295513974,0.196138317,0.05299244,0.035680642,0.092063403,0.102309758,0.258442864,0.019058106,0.151104707,0.105620814,0.069005782,0.072120287,0.000830281,0.01317666,0.005075299,-0.038315777,0.003648602,
North America,NAC,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,0,0,0,0,1.35321E-06,6.23246E-06,6.82037E-06,6.44436E-06,3.92708E-06,9.06471E-07,8.59257E-07,0,7.1645E-07,0,1.74892E-06,1.07509E-06,1.44418E-06,3.48631E-06,6.22848E-06,5.25134E-06,8.97442E-06,5.99305E-06,1.90281E-06,1.77082E-06,1.82525E-06,2.0109E-05,1.83848E-06,4.36842E-06,6.93515E-07,1.62206E-06,0.000649456,-7.03637E-05,-7.11116E-05,-6.58775E-05,-0.000160945,-2.54066E-05,-4.68621E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Namibia,NAM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.000451884,,0.395181494,0.928201028,0.750055353,0.985355234,2.420012346,4.209219376,5.803303862,4.107750204,4.658756979,3.717560774,4.643903739,4.627816314,3.961569257,4.619990694,4.69670119,3.864403913,3.162460435,4.194947622,2.832623855,2.587488218,1.750339204,1.914115347,2.534476936,2.517430591,3.73793406,2.363175959,2.345646695,2.039254319,2.057391614,1.769843108,
New Caledonia,NCL,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,10.47461341,6.448682718,7.336183032,6.271169126,6.373745952,9.242462905,10.86396786,13.76372982,9.734857329,7.923855888,5.823548536,9.319297804,13.59444056,14.19465554,16.74225584,15.44063211,17.53886327,22.07971921,16.39533774,17.00584335,17.19773962,18.99250251,12.59687808,12.88744248,11.95622472,11.70706739,12.24380239,12.85697849,13.44082298,12.43537073,10.98263007,10.2938188,10.71259041,10.28819108,,,,,,,,,,,,,,,,
