"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","year","LifeExpectancy"
"6971","Bolivia","BOL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",52.446
"6972","Brazil","BRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.047
"6973","Barbados","BRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.484
"6974","Brunei Darussalam","BRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.05
"6975","Bhutan","BTN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",51.038
"6976","Botswana","BWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.951
"6977","Central African Republic","CAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",47.198
"6978","Canada","CAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.58
"6979","Central Europe and the Baltics","CEB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.15739418
"6980","Switzerland","CHE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.89
"6981","Channel Islands","CHI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.204
"6982","Chile","CHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.523
"6983","China","CHN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.163
"6984","Cote d'Ivoire","CIV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",50.866
"6985","Cameroon","CMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",51.881
"6986","Congo, Rep.","COG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.368
"6987","Colombia","COL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.384
"6988","Comoros","COM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.038
"6989","Cabo Verde","CPV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.243
"6990","Costa Rica","CRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.658
"6991","Caribbean small states","CSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.92488363
"6992","Cuba","CUB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.8
"6993","Curacao","CUW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"6994","Cayman Islands","CYM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"6995","Cyprus","CYP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",74.194
"6996","Czech Republic","CZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.1
"6997","Germany","DEU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.637
"6998","Djibouti","DJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.753
"6999","Dominica","DMA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7000","Denmark","DNK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.04
"7001","Dominican Republic","DOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.571
"7002","Algeria","DZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.527
"7003","East Asia & Pacific (developing only)","EAP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.75249309
"7004","East Asia & Pacific (all income levels)","EAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.55553952
"7005","Europe & Central Asia (developing only)","ECA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.18350022
"7006","Europe & Central Asia (all income levels)","ECS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.36819417
"7007","Ecuador","ECU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.622
"7008","Egypt, Arab Rep.","EGY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.343
"7009","Euro area","EMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.13373182
"7010","Eritrea","ERI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",44.709
"7011","Spain","ESP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.43
"7012","Estonia","EST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.6
"7013","Ethiopia","ETH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",44.737
"7014","European Union","EUU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.22064907
"7015","Fragile and conflict affected situations","FCS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",52.96361339
"7016","Finland","FIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.66
"7017","Fiji","FJI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.225
"7018","France","FRA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.1
"7019","Faroe Islands","FRO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.3
"7020","Micronesia, Fed. Sts.","FSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.436
"7021","Gabon","GAB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.261
"7022","United Kingdom","GBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.6
"7023","Georgia","GEO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.329
"7024","Ghana","GHA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.659
"7025","Guinea","GIN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",47.282
"7026","Gambia, The","GMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",50.287
"7027","Guinea-Bissau","GNB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",46.282
"7028","Equatorial Guinea","GNQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.898
"7029","Greece","GRC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.867
"7030","Grenada","GRD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.917
"7031","Greenland","GRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.68
"7032","Guatemala","GTM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",58.505
"7033","Guam","GUM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",69.308
"7034","Guyana","GUY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.791
"7035","High income","HIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.69042738
"7036","Hong Kong SAR, China","HKG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",74.4
"7037","Honduras","HND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.457
"7038","Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",47.96497194
"7039","Croatia","HRV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.82
"7040","Haiti","HTI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",52.441
"7041","Hungary","HUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.16
"7042","Indonesia","IDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.223
"7043","Isle of Man","IMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7044","India","IND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.796
"7045","Not classified","INX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7046","Ireland","IRL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.504
"7047","Iran, Islamic Rep.","IRN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.615
"7048","Iraq","IRQ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.773
"7049","Iceland","ISL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",74.4
"7050","Israel","ISR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.9
"7051","Italy","ITA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.2
"7052","Jamaica","JAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.134
"7053","Jordan","JOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.999
"7054","Japan","JPN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",75.57
"7055","Kazakhstan","KAZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.8
"7056","Kenya","KEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.557
"7057","Kyrgyz Republic","KGZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",62.042
"7058","Cambodia","KHM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",50.623
"7059","Kiribati","KIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.81
"7060","St. Kitts and Nevis","KNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7061","Korea, Rep.","KOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.31
"7062","Kosovo","KSV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.3
"7063","Kuwait","KWT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.966
"7064","Latin America & Caribbean (developing only)","LAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.18161191
"7065","Lao PDR","LAO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",51.342
"7066","Lebanon","LBN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.065
"7067","Liberia","LBR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.162
"7068","Libya","LBY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.208
"7069","St. Lucia","LCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.23
"7070","Latin America & Caribbean (all income levels)","LCN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.94062979
"7071","Least developed countries: UN classification","LDC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",49.97187674
"7072","Low income","LIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",48.00629435
"7073","Liechtenstein","LIE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7074","Sri Lanka","LKA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.05
"7075","Lower middle income","LMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.77912885
"7076","Low & middle income","LMY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.59585391
"7077","Lesotho","LSO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.805
"7078","Lithuania","LTU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.45
"7079","Luxembourg","LUX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.894
"7080","Latvia","LVA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.23
"7081","Macao SAR, China","MAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.533
"7082","St. Martin (French part)","MAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.1
"7083","Morocco","MAR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.978
"7084","Monaco","MCO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7085","Moldova","MDA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.003
"7086","Madagascar","MDG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",49.084
"7087","Maldives","MDV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.502
"7088","Middle East & North Africa (all income levels)","MEA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.94707717
"7089","Mexico","MEX","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.986
"7090","Marshall Islands","MHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7091","Middle income","MIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.6355722
"7092","Macedonia, FYR","MKD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.883
"7093","Mali","MLI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.422
"7094","Malta","MLT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.419
"7095","Myanmar","MMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",55.754
"7096","Middle East & North Africa (developing only)","MNA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.07061857
"7097","Montenegro","MNE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.12
"7098","Mongolia","MNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.291
"7099","Northern Mariana Islands","MNP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7100","Mozambique","MOZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",41.007
"7101","Mauritania","MRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.621
"7102","Mauritius","MUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.124
"7103","Malawi","MWI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",43.047
"7104","Malaysia","MYS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.545
"7105","North America","NAC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.61839469
"7106","Namibia","NAM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",58.372
"7107","New Caledonia","NCL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.6
"7108","Niger","NER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",42.745
"7109","Nigeria","NGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.183
"7110","Nicaragua","NIC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.536
"7111","Netherlands","NLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.7
"7112","High income: nonOECD","NOC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.10905187
"7113","Norway","NOR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.04
"7114","Nepal","NPL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",51.961
"7115","New Zealand","NZL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.4
"7116","High income: OECD","OEC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.92711746
"7117","OECD members","OED","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.92731621
"7118","Oman","OMN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.197
"7119","Other small states","OSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.54214891
"7120","Pakistan","PAK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",58.846
"7121","Panama","PAN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",69.764
"7122","Peru","PER","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",62.239
"7123","Philippines","PHL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",62.197
"7124","Palau","PLW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7125","Papua New Guinea","PNG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",52.515
"7126","Poland","POL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.2
"7127","Puerto Rico","PRI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.317
"7128","Korea, Dem. PeopleÍs Rep.","PRK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.505
"7129","Portugal","PRT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.3
"7130","Paraguay","PRY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.493
"7131","Pacific island small states","PSS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",61.51033733
"7132","French Polynesia","PYF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.921
"7133","Qatar","QAT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",73.774
"7134","Romania","ROU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.51
"7135","Russian Federation","RUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.64
"7136","Rwanda","RWA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",39.965
"7137","South Asia","SAS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",56.96237575
"7138","Saudi Arabia","SAU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.636
"7139","Sudan","SDN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",53.757
"7140","Senegal","SEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.744
"7141","Singapore","SGP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",72.6
"7142","Solomon Islands","SLB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",55.909
"7143","Sierra Leone","SLE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",38.377
"7144","El Salvador","SLV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.05
"7145","San Marino","SMR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7146","Somalia","SOM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",44.432
"7147","Serbia","SRB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7148","Sub-Saharan Africa (developing only)","SSA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",48.318502
"7149","South Sudan","SSD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",40.766
"7150","Sub-Saharan Africa (all income levels)","SSF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",48.3166697
"7151","Small states","SST","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.9697562
"7152","Sao Tome and Principe","STP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.631
"7153","Suriname","SUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",64.05
"7154","Slovak Republic","SVK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.12
"7155","Slovenia","SVN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.3
"7156","Sweden","SWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",74.15
"7157","Swaziland","SWZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.194
"7158","Sint Maarten (Dutch part)","SXM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7159","Seychelles","SYC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7160","Syrian Arab Republic","SYR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.508
"7161","Turks and Caicos Islands","TCA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7162","Chad","TCD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.588
"7163","Togo","TGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",54.044
"7164","Thailand","THA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.828
"7165","Tajikistan","TJK","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.551
"7166","Turkmenistan","TKM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.16
"7167","Timor-Leste","TLS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",45.346
"7168","Tonga","TON","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.843
"7169","Trinidad and Tobago","TTO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.062
"7170","Tunisia","TUN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.724
"7171","Turkey","TUR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.796
"7172","Tuvalu","TUV","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7173","Tanzania","TZA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",49.043
"7174","Uganda","UGA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",43.978
"7175","Ukraine","UKR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.4
"7176","Upper middle income","UMC","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.55632936
"7177","Uruguay","URY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",68.621
"7178","United States","USA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",71.4
"7179","Uzbekistan","UZB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",63.822
"7180","St. Vincent and the Grenadines","VCT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",67.47
"7181","Venezuela, RB","VEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",66.833
"7182","Virgin Islands (U.S.)","VIR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",70.458
"7183","Vietnam","VNM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",65.463
"7184","Vanuatu","VUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.882
"7185","West Bank and Gaza","PSE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",NA
"7186","World","WLD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",62.84623274
"7187","Samoa","WSM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",60.777
"7188","Yemen, Rep.","YEM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",55.41
"7189","South Africa","ZAF","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",57.796
"7190","Congo, Dem. Rep.","COD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",47.055
"7191","Zambia","ZMB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",43.938
"7192","Zimbabwe","ZWE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1988",59.548
"7193","Aruba","ABW","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",70.924
"7194","Andorra","AND","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",NA
"7195","Afghanistan","AFG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",48.096
"7196","Angola","AGO","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",39.134
"7197","Albania","ALB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",69.122
"7198","Arab World","ARB","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",62.21089933
"7199","United Arab Emirates","ARE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",70.178
"7200","Argentina","ARG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",67.879
"7201","Armenia","ARM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",65.18
"7202","American Samoa","ASM","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",NA
"7203","Antigua and Barbuda","ATG","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",68.416
"7204","Australia","AUS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",73.66
"7205","Austria","AUT","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",71.9
"7206","Azerbaijan","AZE","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",61.08
"7207","Burundi","BDI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",46.643
"7208","Belgium","BEL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",72.34
"7209","Benin","BEN","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",50.232
"7210","Burkina Faso","BFA","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",48.335
"7211","Bangladesh","BGD","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",57.482
"7212","Bulgaria","BGR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",68.42
"7213","Bahrain","BHR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",71.187
"7214","Bahamas, The","BHS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",67.099
"7215","Bosnia and Herzegovina","BIH","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",67.952
"7216","Belarus","BLR","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",67.1
"7217","Belize","BLZ","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",69.298
"7218","Bermuda","BMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",NA
"7219","Bolivia","BOL","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN","Y1989",52.951
